village,location,property_type,road_type,year,price_lakhs
chanapora,irfan colony,commercial,front side road,2022,50.581799999999994
chanapora,irfan colony,commercial,front side road,2023,54.628344000000006
chanapora,irfan colony,commercial,front side road,2024,58.998611520000004
chanapora,irfan colony,commercial,front side road,2025,63.718500441600014
chanapora,irfan colony,commercial,front side road,2026,68.81598047692802
chanapora,irfan colony,commercial,front side road,2027,74.32125891508225
chanapora,irfan colony,commercial,front side road,2028,80.26695962828886
chanapora,irfan colony,commercial,front side road,2029,86.68831639855196
chanapora,irfan colony,commercial,front side road,2030,93.62338171043612
chanapora,irfan colony,commercial,front side road,2031,101.11325224727103
chanapora,khalid bin waleed colony,residential,front side road,2021,35.91
chanapora,khalid bin waleed colony,residential,front side road,2022,38.423700000000004
chanapora,khalid bin waleed colony,residential,front side road,2023,41.113358999999996
chanapora,khalid bin waleed colony,residential,front side road,2024,43.99129413000001
chanapora,khalid bin waleed colony,residential,front side road,2025,47.0706847191
chanapora,khalid bin waleed colony,residential,front side road,2026,50.36563264943701
chanapora,khalid bin waleed colony,residential,front side road,2027,53.89122693489761
chanapora,khalid bin waleed colony,residential,front side road,2028,57.66361282034044
chanapora,khalid bin waleed colony,residential,front side road,2029,61.700065717764275
chanapora,khalid bin waleed colony,residential,front side road,2030,66.01907031800779
chanapora,khalid bin waleed colony,residential,front side road,2031,70.64040524026834
chanapora,khalid bin waleed colony,commercial,front side road,2021,46.834999999999994
chanapora,khalid bin waleed colony,commercial,front side road,2022,50.581799999999994
chanapora,khalid bin waleed colony,commercial,front side road,2023,54.628344000000006
chanapora,khalid bin waleed colony,commercial,front side road,2024,58.998611520000004
chanapora,khalid bin waleed colony,commercial,front side road,2025,63.718500441600014
chanapora,khalid bin waleed colony,commercial,front side road,2026,68.81598047692802
chanapora,khalid bin waleed colony,commercial,front side road,2027,74.32125891508225
chanapora,khalid bin waleed colony,commercial,front side road,2028,80.26695962828886
chanapora,khalid bin waleed colony,commercial,front side road,2029,86.68831639855196
chanapora,khalid bin waleed colony,commercial,front side road,2030,93.62338171043612
chanapora,khalid bin waleed colony,commercial,front side road,2031,101.11325224727103
chanapora,peer mohalla,residential,front side road,2021,37.800000000000004
chanapora,peer mohalla,residential,front side road,2022,40.446000000000005
chanapora,peer mohalla,residential,front side road,2023,43.27722
chanapora,peer mohalla,residential,front side road,2024,46.30662540000001
chanapora,peer mohalla,residential,front side road,2025,49.548089178000005
chanapora,peer mohalla,residential,front side road,2026,53.01645542046001
chanapora,peer mohalla,residential,front side road,2027,56.72760729989222
chanapora,peer mohalla,residential,front side road,2028,60.698539810884675
chanapora,peer mohalla,residential,front side road,2029,64.94743759764661
chanapora,peer mohalla,residential,front side road,2030,69.49375822948188
chanapora,peer mohalla,residential,front side road,2031,74.35832130554562
chanapora,peer mohalla,commercial,front side road,2021,49.3
chanapora,peer mohalla,commercial,front side road,2022,53.244
chanapora,peer mohalla,commercial,front side road,2023,57.50352
chanapora,peer mohalla,commercial,front side road,2024,62.103801600000004
chanapora,peer mohalla,commercial,front side road,2025,67.07210572800001
chanapora,peer mohalla,commercial,front side road,2026,72.43787418624002
chanapora,peer mohalla,commercial,front side road,2027,78.23290412113923
chanapora,peer mohalla,commercial,front side road,2028,84.49153645083038
chanapora,peer mohalla,commercial,front side road,2029,91.2508593668968
chanapora,peer mohalla,commercial,front side road,2030,98.55092811624856
chanapora,peer mohalla,commercial,front side road,2031,106.43500236554846
chanapora,tawheed colony b,residential,front side road,2021,35.91
chanapora,tawheed colony b,residential,front side road,2022,38.423700000000004
chanapora,tawheed colony b,residential,front side road,2023,41.113358999999996
chanapora,tawheed colony b,residential,front side road,2024,43.99129413000001
chanapora,tawheed colony b,residential,front side road,2025,47.0706847191
chanapora,tawheed colony b,residential,front side road,2026,50.36563264943701
chanapora,tawheed colony b,residential,front side road,2027,53.89122693489761
chanapora,tawheed colony b,residential,front side road,2028,57.66361282034044
chanapora,tawheed colony b,residential,front side road,2029,61.700065717764275
chanapora,tawheed colony b,residential,front side road,2030,66.01907031800779
chanapora,tawheed colony b,residential,front side road,2031,70.64040524026834
chanapora,tawheed colony b,commercial,front side road,2021,46.834999999999994
chanapora,tawheed colony b,commercial,front side road,2022,50.581799999999994
chanapora,tawheed colony b,commercial,front side road,2023,54.628344000000006
chanapora,tawheed colony b,commercial,front side road,2024,58.998611520000004
chanapora,tawheed colony b,commercial,front side road,2025,63.718500441600014
chanapora,tawheed colony b,commercial,front side road,2026,68.81598047692802
chanapora,tawheed colony b,commercial,front side road,2027,74.32125891508225
chanapora,tawheed colony b,commercial,front side road,2028,80.26695962828886
chanapora,tawheed colony b,commercial,front side road,2029,86.68831639855196
chanapora,tawheed colony b,commercial,front side road,2030,93.62338171043612
chanapora,tawheed colony b,commercial,front side road,2031,101.11325224727103
chanapora,azad basti east,residential,front side road,2021,37.800000000000004
chanapora,azad basti east,residential,front side road,2022,40.446000000000005
chanapora,azad basti east,residential,front side road,2023,43.27722
chanapora,azad basti east,residential,front side road,2024,46.30662540000001
chanapora,azad basti east,residential,front side road,2025,49.548089178000005
chanapora,azad basti east,residential,front side road,2026,53.01645542046001
chanapora,azad basti east,residential,front side road,2027,56.72760729989222
chanapora,azad basti east,residential,front side road,2028,60.698539810884675
chanapora,azad basti east,residential,front side road,2029,64.94743759764661
chanapora,azad basti east,residential,front side road,2030,69.49375822948188
chanapora,azad basti east,residential,front side road,2031,74.35832130554562
chanapora,azad basti east,commercial,front side road,2021,49.3
chanapora,azad basti east,commercial,front side road,2022,53.244
chanapora,azad basti east,commercial,front side road,2023,57.50352
chanapora,azad basti east,commercial,front side road,2024,62.103801600000004
chanapora,azad basti east,commercial,front side road,2025,67.07210572800001
chanapora,azad basti east,commercial,front side road,2026,72.43787418624002
chanapora,azad basti east,commercial,front side road,2027,78.23290412113923
chanapora,azad basti east,commercial,front side road,2028,84.49153645083038
chanapora,azad basti east,commercial,front side road,2029,91.2508593668968
chanapora,azad basti east,commercial,front side road,2030,98.55092811624856
chanapora,azad basti east,commercial,front side road,2031,106.43500236554846
chanapora,bismillah colony,residential,front side road,2021,35.91
chanapora,bismillah colony,residential,front side road,2022,38.423700000000004
chanapora,bismillah colony,residential,front side road,2023,41.113358999999996
chanapora,bismillah colony,residential,front side road,2024,43.99129413000001
chanapora,bismillah colony,residential,front side road,2025,47.0706847191
chanapora,bismillah colony,residential,front side road,2026,50.36563264943701
chanapora,bismillah colony,residential,front side road,2027,53.89122693489761
chanapora,bismillah colony,residential,front side road,2028,57.66361282034044
chanapora,bismillah colony,residential,front side road,2029,61.700065717764275
chanapora,bismillah colony,residential,front side road,2030,66.01907031800779
chanapora,bismillah colony,residential,front side road,2031,70.64040524026834
chanapora,bismillah colony,commercial,front side road,2021,46.834999999999994
chanapora,bismillah colony,commercial,front side road,2022,50.581799999999994
chanapora,bismillah colony,commercial,front side road,2023,54.628344000000006
chanapora,bismillah colony,commercial,front side road,2024,58.998611520000004
chanapora,bismillah colony,commercial,front side road,2025,63.718500441600014
chanapora,bismillah colony,commercial,front side road,2026,68.81598047692802
chanapora,bismillah colony,commercial,front side road,2027,74.32125891508225
chanapora,bismillah colony,commercial,front side road,2028,80.26695962828886
chanapora,bismillah colony,commercial,front side road,2029,86.68831639855196
chanapora,bismillah colony,commercial,front side road,2030,93.62338171043612
chanapora,bismillah colony,commercial,front side road,2031,101.11325224727103
chanapora,arqam lane,residential,front side road,2021,37.800000000000004
chanapora,arqam lane,residential,front side road,2022,40.446000000000005
chanapora,arqam lane,residential,front side road,2023,43.27722
chanapora,arqam lane,residential,front side road,2024,46.30662540000001
chanapora,arqam lane,residential,front side road,2025,49.548089178000005
chanapora,arqam lane,residential,front side road,2026,53.01645542046001
chanapora,arqam lane,residential,front side road,2027,56.72760729989222
chanapora,arqam lane,residential,front side road,2028,60.698539810884675
chanapora,arqam lane,residential,front side road,2029,64.94743759764661
chanapora,arqam lane,residential,front side road,2030,69.49375822948188
chanapora,arqam lane,residential,front side road,2031,74.35832130554562
chanapora,arqam lane,commercial,front side road,2021,49.3
chanapora,arqam lane,commercial,front side road,2022,53.244
chanapora,arqam lane,commercial,front side road,2023,57.50352
chanapora,arqam lane,commercial,front side road,2024,62.103801600000004
chanapora,arqam lane,commercial,front side road,2025,67.07210572800001
chanapora,arqam lane,commercial,front side road,2026,72.43787418624002
chanapora,arqam lane,commercial,front side road,2027,78.23290412113923
chanapora,arqam lane,commercial,front side road,2028,84.49153645083038
chanapora,arqam lane,commercial,front side road,2029,91.2508593668968
chanapora,arqam lane,commercial,front side road,2030,98.55092811624856
chanapora,arqam lane,commercial,front side road,2031,106.43500236554846
chanapora,sabir lane,residential,front side road,2021,37.800000000000004
chanapora,sabir lane,residential,front side road,2022,40.446000000000005
chanapora,sabir lane,residential,front side road,2023,43.27722
chanapora,sabir lane,residential,front side road,2024,46.30662540000001
